UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
,Total,Scotland,Scotland,2020/21,,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,112,All
,Total,Scotland,Scotland,2020/21,,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,112,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,14456,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,14456,All
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,0,All
,Year to date total,Scotland,Scotland,2021/22,,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,14456,All
,Year to date total,Scotland,Scotland,2021/22,,Unrealised surplus on revaluation of land and buildings,Unrealised surplus on revaluation of land and buildings,14456,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-10769,All
10007849,Abertay University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-4597,All
10007852,The University of Dundee,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-31032,All
10007772,Edinburgh Napier University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-7602,All
10007790,The University of Edinburgh,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,15132,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-8553,All
10002681,Glasgow School of Art,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,33604,All
10007794,The University of Glasgow,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4305,All
10007764,Heriot-Watt University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-3405,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-3186,All
10005500,Robert Gordon University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-29462,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,1934,All
10007803,The University of St. Andrews,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-9066,All
10005700,SRUC,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4766,All
10007804,The University of Stirling,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-13319,All
10007805,The University of Strathclyde,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,10609,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-1246,All
10007800,The University of the West of Scotland,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-4964,All
,Total,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-56851,All
10007783,The University of Aberdeen,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6384,All
10007849,Abertay University,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2236,All
10007852,The University of Dundee,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6892,All
10007772,Edinburgh Napier University,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,9705,All
10007790,The University of Edinburgh,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,68782,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,472,All
10002681,Glasgow School of Art,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-4500,All
10007794,The University of Glasgow,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,18428,All
10007764,Heriot-Watt University,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4922,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2362,All
10005500,Robert Gordon University,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-2942,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,3245,All
10007803,The University of St. Andrews,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,23277,All
10005700,SRUC,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-8126,All
10007804,The University of Stirling,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4984,All
10007805,The University of Strathclyde,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,14444,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-756,All
10007800,The University of the West of Scotland,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2643,All
,Total,Scotland,Scotland,2016/17,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,152452,All
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6975,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6975,All
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,19072,"07, July"
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,19072,All
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,5003,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,5003,All
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,13775,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,13775,All
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,130159,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,130159,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,21444,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,21444,All
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-21173,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-21173,All
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,49734,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,49734,All
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,26080,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,26080,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2230,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2230,All
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,34506,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,34506,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,3517,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,3517,All
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,24629,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,24629,All
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,7496,"07, July"
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,7496,All
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6438,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,6438,All
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,24780,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,24780,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,7131,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,7131,All
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,40811,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,40811,All
,Total,Scotland,Scotland,2017/18,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,402607,All
,Total,Scotland,Scotland,2017/18,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,402607,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-56332,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-56332,All
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-6565,"07, July"
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-6565,All
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-63418,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-63418,All
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-15796,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-15796,All
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-187458,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-187458,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-18877,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-18877,All
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5091,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5091,All
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-45676,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-45676,All
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-33155,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-33155,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-13480,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-13480,All
10005500,Robert Gordon University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-35887,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-35887,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-1506,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-1506,All
10007803,The University of St. Andrews,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-53477,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-53477,All
10005700,SRUC,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5449,"07, July"
10005700,SRUC,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5449,All
10007804,The University of Stirling,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-33807,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-33807,All
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-49583,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-49583,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-11236,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-11236,All
10007800,The University of the West of Scotland,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-22340,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2018/19,31/07/2019,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-22340,All
,Total,Scotland,Scotland,2018/19,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-659133,All
,Total,Scotland,Scotland,2018/19,,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-659133,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,19080,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,19080,All
10007849,Abertay University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-17820,"07, July"
10007849,Abertay University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-17820,All
10007852,The University of Dundee,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-6977,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-6977,All
10007772,Edinburgh Napier University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-47151,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-47151,All
10007790,The University of Edinburgh,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,112782,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,112782,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-44539,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-44539,All
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-2520,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-2520,All
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,66936,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,66936,All
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-16979,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-16979,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-15093,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-15093,All
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-19843,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-19843,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5258,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,-5258,All
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2218,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,2218,All
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Total comprehensive income for the year represented by:,Unrestricted comprehensive income for the year,4641,"07, July"
