UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,32757,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,32757,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,5932,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,5932,All
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,106963,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,106963,All
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,31124,"07, July"
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,31124,All
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,45003,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,45003,All
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,122270,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,122270,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,128516,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,128516,All
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,47249,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,47249,All
,Year to date total,Scotland,Scotland,2021/22,,Expenditure,Other operating expenses,1554499,All
,Year to date total,Scotland,Scotland,2021/22,,Expenditure,Other operating expenses,1554499,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-41,All
10007849,Abertay University,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,1748,All
10007852,The University of Dundee,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-2758,All
10007772,Edinburgh Napier University,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-2634,All
10007790,The University of Edinburgh,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,89995,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-5197,All
10002681,Glasgow School of Art,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,36098,All
10007794,The University of Glasgow,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,13533,All
10007764,Heriot-Watt University,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-905,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-1827,All
10005500,Robert Gordon University,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-7447,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-51,All
10007803,The University of St. Andrews,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,10915,All
10005700,SRUC,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,1544,All
10007804,The University of Stirling,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-3073,All
10007805,The University of Strathclyde,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,16792,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,1668,All
10007800,The University of the West of Scotland,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,-3675,All
,Total,Scotland,Scotland,2015/16,,Surplus for the year attributable to:,Provider,144685,All
10007783,The University of Aberdeen,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-7554,All
10007849,Abertay University,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,1360,All
10007852,The University of Dundee,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-1361,All
10007772,Edinburgh Napier University,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,22,All
10007790,The University of Edinburgh,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,130441,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-3044,All
10002681,Glasgow School of Art,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,1409,All
10007794,The University of Glasgow,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,56553,All
10007764,Heriot-Watt University,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-5228,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-773,All
10005500,Robert Gordon University,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-5691,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,931,All
10007803,The University of St. Andrews,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,18933,All
10005700,SRUC,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,5092,All
10007804,The University of Stirling,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-428,All
10007805,The University of Strathclyde,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,7381,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-572,All
10007800,The University of the West of Scotland,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,-749,All
,Total,Scotland,Scotland,2016/17,,Surplus for the year attributable to:,Provider,196722,All
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-3687,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-3687,All
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,373,"07, July"
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,373,All
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-8059,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-8059,All
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-4661,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-4661,All
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,69869,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,69869,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-7766,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-7766,All
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-26194,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-26194,All
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,31769,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,31769,All
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,9637,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,9637,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-5373,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-5373,All
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-11105,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-11105,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,563,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,563,All
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,29524,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,29524,All
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,2518,"07, July"
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,2518,All
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-1674,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-1674,All
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,4580,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,4580,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-3953,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-3953,All
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-2583,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Surplus for the year attributable to:,Provider,-2583,All
,Total,Scotland,Scotland,2017/18,,Surplus for the year attributable to:,Provider,73778,All
,Total,Scotland,Scotland,2017/18,,Surplus for the year attributable to:,Provider,73778,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-44658,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-44658,All
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-2348,"07, July"
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-2348,All
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-54079,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-54079,All
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-6319,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-6319,All
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-93037,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-93037,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-8115,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-8115,All
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-1964,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-1964,All
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-68156,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-68156,All
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-29279,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-29279,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-6044,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Surplus for the year attributable to:,Provider,-6044,All
