UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Total academic atypical staff,785
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Professional occupations,620
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Total academic staff,620
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Professional occupations ,120
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Associate professional and technical occupations ,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Administrative and secretarial occupations,185
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Skilled trades occupations,10
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Elementary occupations,35
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Total non-academic staff,565
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Professional occupations,620
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Total academic staff,620
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Professional occupations ,120
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Associate professional and technical occupations ,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Administrative and secretarial occupations,185
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Skilled trades occupations,10
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Elementary occupations,35
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Total non-academic staff,565
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2021/22,Total,1185
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,Professional occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,Total academic atypical staff,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2021/22,Professional occupations,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2021/22,Total academic staff,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Professional occupations ,15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Associate professional and technical occupations ,50
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Administrative and secretarial occupations,80
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Elementary occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2021/22,Total non-academic staff,255
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2021/22,Professional occupations,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2021/22,Total academic staff,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Professional occupations ,15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Associate professional and technical occupations ,50
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Administrative and secretarial occupations,80
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Elementary occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Total non-academic staff,255
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2021/22,Total,425
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2021/22,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2021/22,Professional occupations  ,785
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2021/22,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2021/22,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2021/22,Total academic atypical staff,785
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2014/15,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2014/15,Professional occupations,185
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2014/15,Associate professional and technical occupations,10
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2014/15,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2014/15,Total academic staff,190
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2014/15,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2014/15,Professional occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2014/15,Associate professional and technical occupations ,80
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2014/15,Administrative and secretarial occupations,155
