UKPRN,HE provider,Country of HE provider,Region of HE provider,First year marker,Level of study,Mode of study,Academic Year,Category marker,Category,Number
10007804,The University of Stirling,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,300
10007804,The University of Stirling,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,7840
10007804,The University of Stirling,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,2395
10007804,The University of Stirling,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,5445
10007805,The University of Strathclyde,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,3615
10007805,The University of Strathclyde,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,285
10007805,The University of Strathclyde,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,9645
10007805,The University of Strathclyde,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,425
10007805,The University of Strathclyde,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,13260
10007805,The University of Strathclyde,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,705
10007805,The University of Strathclyde,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,13965
10007805,The University of Strathclyde,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,3895
10007805,The University of Strathclyde,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,10070
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,805
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,340
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,2290
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,830
10007114,University of the Highlands and Islands,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,3100
10007114,University of the Highlands and Islands,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,1170
10007114,University of the Highlands and Islands,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,4270
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,1150
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,3120
10007800,The University of the West of Scotland,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,4740
10007800,The University of the West of Scotland,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,1130
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,6795
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,470
10007800,The University of the West of Scotland,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,11540
10007800,The University of the West of Scotland,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,1600
10007800,The University of the West of Scotland,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,13140
10007800,The University of the West of Scotland,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,5870
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,7265
,Total,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,168570
,Total,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,148105
,Total,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,20465
,Total,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,51850
,Total,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,44890
,Total,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,6960
,Total,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,116720
,Total,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,103215
,Total,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,13505
10007783,The University of Aberdeen,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,30
10007783,The University of Aberdeen,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,155
10007783,The University of Aberdeen,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,10
10007783,The University of Aberdeen,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,105
10007783,The University of Aberdeen,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,40
10007783,The University of Aberdeen,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,260
10007783,The University of Aberdeen,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,300
10007783,The University of Aberdeen,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,185
10007783,The University of Aberdeen,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,115
10007849,Abertay University,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,70
10007849,Abertay University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,80
10007849,Abertay University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,0
10007849,Abertay University,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,70
10007849,Abertay University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,80
10007849,Abertay University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,150
10007849,Abertay University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,145
10007849,Abertay University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,0
10007852,The University of Dundee,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,30
10007852,The University of Dundee,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,865
10007852,The University of Dundee,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,105
10007852,The University of Dundee,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,30
10007852,The University of Dundee,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,970
10007852,The University of Dundee,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,1000
10007852,The University of Dundee,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,895
10007852,The University of Dundee,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,105
10007772,Edinburgh Napier University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,375
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,70
10007772,Edinburgh Napier University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,450
10007772,Edinburgh Napier University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,450
10007772,Edinburgh Napier University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,375
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,70
10007790,The University of Edinburgh,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,55
10007790,The University of Edinburgh,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,450
10007790,The University of Edinburgh,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,20
10007790,The University of Edinburgh,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,55
10007790,The University of Edinburgh,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,465
10007790,The University of Edinburgh,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,520
10007790,The University of Edinburgh,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,500
10007790,The University of Edinburgh,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,20
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,275
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,670
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,120
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,150
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,395
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,815
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,1210
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,940
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,270
10002681,Glasgow School of Art,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,15
10002681,Glasgow School of Art,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,40
10002681,Glasgow School of Art,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,15
10002681,Glasgow School of Art,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,40
10002681,Glasgow School of Art,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,60
10002681,Glasgow School of Art,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,55
10002681,Glasgow School of Art,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,0
10007794,The University of Glasgow,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,60
10007794,The University of Glasgow,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,2345
10007794,The University of Glasgow,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,20
10007794,The University of Glasgow,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,55
10007794,The University of Glasgow,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,75
10007794,The University of Glasgow,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,2395
10007794,The University of Glasgow,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,2475
10007794,The University of Glasgow,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,2400
10007794,The University of Glasgow,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,75
10007764,Heriot-Watt University,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,80
10007764,Heriot-Watt University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,360
10007764,Heriot-Watt University,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,10
10007764,Heriot-Watt University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,0
10007764,Heriot-Watt University,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,95
10007764,Heriot-Watt University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,360
10007764,Heriot-Watt University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,450
10007764,Heriot-Watt University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,440
10007764,Heriot-Watt University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,10
10007773,The Open University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,2835
10007773,The Open University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,1410
10007773,The Open University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,4245
10007773,The Open University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,4245
10007773,The Open University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,2835
10007773,The Open University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,1410
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,40
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,340
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,15
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,55
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,60
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,395
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,455
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,380
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,70
10005500,Robert Gordon University,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,195
10005500,Robert Gordon University,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,80
10005500,Robert Gordon University,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,275
10005500,Robert Gordon University,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,275
10005500,Robert Gordon University,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,195
10005500,Robert Gordon University,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,80
10007803,The University of St. Andrews,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,100
10007803,The University of St. Andrews,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,730
10007803,The University of St. Andrews,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,10
10007803,The University of St. Andrews,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,5
10007803,The University of St. Andrews,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,110
10007803,The University of St. Andrews,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,735
10007803,The University of St. Andrews,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,845
10007803,The University of St. Andrews,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,830
10007803,The University of St. Andrews,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,15
10005700,SRUC,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,555
10005700,SRUC,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,270
10005700,SRUC,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,130
10005700,SRUC,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,150
10005700,SRUC,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,685
10005700,SRUC,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,420
10005700,SRUC,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,1105
10005700,SRUC,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,825
10005700,SRUC,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,280
10007804,The University of Stirling,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,285
10007804,The University of Stirling,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,195
10007804,The University of Stirling,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,180
10007804,The University of Stirling,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,65
10007804,The University of Stirling,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,465
10007804,The University of Stirling,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,260
10007804,The University of Stirling,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,725
10007804,The University of Stirling,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,480
10007804,The University of Stirling,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,245
10007805,The University of Strathclyde,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,70
10007805,The University of Strathclyde,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,510
10007805,The University of Strathclyde,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,505
10007805,The University of Strathclyde,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,70
10007805,The University of Strathclyde,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,1015
10007805,The University of Strathclyde,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,1085
10007805,The University of Strathclyde,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,580
10007805,The University of Strathclyde,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,505
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,1710
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,895
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,695
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,865
10007114,University of the Highlands and Islands,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,2405
10007114,University of the Highlands and Islands,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,1760
10007114,University of the Highlands and Islands,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,4170
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,2610
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,1560
10007800,The University of the West of Scotland,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,180
10007800,The University of the West of Scotland,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,210
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,655
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,30
10007800,The University of the West of Scotland,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,835
10007800,The University of the West of Scotland,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,240
10007800,The University of the West of Scotland,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,1080
10007800,The University of the West of Scotland,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,390
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,690
,Total,Scotland,Scotland,All,Other undergraduate,All,2018/19,Total,Total,20590
,Total,Scotland,Scotland,All,Other undergraduate,Full-time,2018/19,Total,Total,5415
,Total,Scotland,Scotland,All,Other undergraduate,Part-time,2018/19,Total,Total,15175
,Total,Scotland,Scotland,First year,Other undergraduate,All,2018/19,Total,Total,15065
,Total,Scotland,Scotland,First year,Other undergraduate,Full-time,2018/19,Total,Total,3560
,Total,Scotland,Scotland,First year,Other undergraduate,Part-time,2018/19,Total,Total,11505
,Total,Scotland,Scotland,Other years,Other undergraduate,All,2018/19,Total,Total,5525
,Total,Scotland,Scotland,Other years,Other undergraduate,Full-time,2018/19,Total,Total,1850
,Total,Scotland,Scotland,Other years,Other undergraduate,Part-time,2018/19,Total,Total,3675
10007783,The University of Aberdeen,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,10185
10007783,The University of Aberdeen,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,9705
10007783,The University of Aberdeen,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,475
10007783,The University of Aberdeen,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,2615
10007783,The University of Aberdeen,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2390
10007783,The University of Aberdeen,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,225
10007783,The University of Aberdeen,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,7565
10007783,The University of Aberdeen,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,7315
10007783,The University of Aberdeen,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,250
10007849,Abertay University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,3930
10007849,Abertay University,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,3675
10007849,Abertay University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,255
10007849,Abertay University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,1655
10007849,Abertay University,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,1560
10007849,Abertay University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,95
10007849,Abertay University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,2280
10007849,Abertay University,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,2115
10007849,Abertay University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,160
10007852,The University of Dundee,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,11425
10007852,The University of Dundee,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,9940
10007852,The University of Dundee,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,1490
10007852,The University of Dundee,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,3930
10007852,The University of Dundee,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2915
10007852,The University of Dundee,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,1015
10007852,The University of Dundee,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,7500
10007852,The University of Dundee,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,7025
10007852,The University of Dundee,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,475
10007772,Edinburgh Napier University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,10395
10007772,Edinburgh Napier University,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,9215
10007772,Edinburgh Napier University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,1175
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,3830
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,3275
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,555
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,6565
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,5945
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,620
10007790,The University of Edinburgh,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,22750
10007790,The University of Edinburgh,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,21890
10007790,The University of Edinburgh,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,855
10007790,The University of Edinburgh,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,6400
10007790,The University of Edinburgh,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,5910
10007790,The University of Edinburgh,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,490
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,16350
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,15985
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,365
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,13785
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,11670
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,2115
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,5445
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,4500
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,940
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,8340
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,7170
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,1170
10002681,Glasgow School of Art,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,1620
10002681,Glasgow School of Art,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,1560
10002681,Glasgow School of Art,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,55
10002681,Glasgow School of Art,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,505
10002681,Glasgow School of Art,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,460
10002681,Glasgow School of Art,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,45
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,1115
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,1100
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,15
10007794,The University of Glasgow,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,21060
10007794,The University of Glasgow,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,18360
10007794,The University of Glasgow,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,2700
10007794,The University of Glasgow,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,7235
10007794,The University of Glasgow,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,4800
10007794,The University of Glasgow,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,2435
10007794,The University of Glasgow,Scotland,Scotland,Other years,All undergraduate,All,2018/19,Total,Total,13820
10007794,The University of Glasgow,Scotland,Scotland,Other years,All undergraduate,Full-time,2018/19,Total,Total,13560
10007794,The University of Glasgow,Scotland,Scotland,Other years,All undergraduate,Part-time,2018/19,Total,Total,265
10007764,Heriot-Watt University,Scotland,Scotland,All,All undergraduate,All,2018/19,Total,Total,7935
10007764,Heriot-Watt University,Scotland,Scotland,All,All undergraduate,Full-time,2018/19,Total,Total,7520
10007764,Heriot-Watt University,Scotland,Scotland,All,All undergraduate,Part-time,2018/19,Total,Total,420
10007764,Heriot-Watt University,Scotland,Scotland,First year,All undergraduate,All,2018/19,Total,Total,2410
10007764,Heriot-Watt University,Scotland,Scotland,First year,All undergraduate,Full-time,2018/19,Total,Total,2050
10007764,Heriot-Watt University,Scotland,Scotland,First year,All undergraduate,Part-time,2018/19,Total,Total,360
